#Table S10- Log2 ratio (Gal versus Glu) of all genes on the b-FLEX at 20generations of growth.		
Probe ID	Log2 Ratio (20Gen)	gene
YHR116W::BFLEX	0.151	COX23
YOL060C::BFLEX	0.151	MAM3
YKL163W::BFLEX	0.151	PIR3
YOL143C::BFLEX	0.151	RIB4
YKL029C::BFLEX	0.152	MAE1
YPR159C-A::BFLEX	0.152	
YDR004W::BFLEX	0.153	RAD57
YGR144W::BFLEX	0.153	THI4
YJL129C::BFLEX	0.153	TRK1
YKR056W::BFLEX	0.153	TRM2
YNR068C::BFLEX	0.153	YNR068C
YDL243C::BFLEX	0.154	AAD4
YBR298C::BFLEX	0.154	MAL31
YMR030W::BFLEX	0.154	RSF1
YDR233C::BFLEX	0.154	RTN1
YDR341C::BFLEX	0.154	YDR341C
YPR060C::BFLEX	0.155	ARO7
YPL236C::BFLEX	0.156	YPL236C
YBR054W::BFLEX	0.156	YRO2
YLR291C::BFLEX	0.157	GCD7
YGR235C::BFLEX	0.157	YGR235C
YDL246C::BFLEX	0.157	
YGL254W::BFLEX	0.158	FZF1
YMR225C::BFLEX	0.158	MRPL44
YKR006C::BFLEX	0.159	MRPL13
YGR087C::BFLEX	0.159	PDC6
YMR156C::BFLEX	0.159	TPP1
YLR271W::BFLEX	0.159	YLR271W
YHR150W::BFLEX	0.16	PEX28
YGL070C::BFLEX	0.16	RPB9
YER057C::BFLEX	0.161	HMF1
YDL240W::BFLEX	0.161	LRG1
YPR137W::BFLEX	0.161	RRP9
YDL076C::BFLEX	0.161	RXT3
YJL223C::BFLEX	0.161	
YML009C::BFLEX	0.162	MRPL39
YDR237W::BFLEX	0.162	MRPL7
YMR121C::BFLEX	0.162	RPL15B
YHR002W::BFLEX	0.162	
YHL038C::BFLEX	0.163	CBP2
YLR075W::BFLEX	0.163	RPL10
YLR264W::BFLEX	0.163	RPS28B
YKR091W::BFLEX	0.163	SRL3
YDR105C::BFLEX	0.163	TMS1
YDR222W::BFLEX	0.163	YDR222W
YGL108C::BFLEX	0.163	YGL108C
YDL040C::BFLEX	0.164	NAT1
YOL041C::BFLEX	0.164	NOP12
YJL035C::BFLEX	0.164	TAD2
YER034W::BFLEX	0.164	YER034W
YNL162W-A::BFLEX	0.164	
YBR021W::BFLEX	0.165	FUR4
YPR085C::BFLEX	0.165	YPR085C
YHR052W::BFLEX	0.165	
YDR523C::BFLEX	0.166	SPS1
YJL156C::BFLEX	0.166	SSY5
YGR096W::BFLEX	0.166	TPC1
YHL026C::BFLEX	0.166	YHL026C
YBR147W::BFLEX	0.167	YBR147W
YAL008W::BFLEX	0.168	FUN14
YDL026W::BFLEX	0.168	YDL026W
YJR030C::BFLEX	0.168	YJR030C
YNL274C::BFLEX	0.168	YNL274C
YKR102W::BFLEX	0.169	FLO10
YML118W::BFLEX	0.17	NGL3
YDR023W::BFLEX	0.17	SES1
YPL234C::BFLEX	0.17	TFP3
YDL057W::BFLEX	0.17	YDL057W
YDL187C::BFLEX	0.17	YDL187C
YLL043W::BFLEX	0.171	FPS1
YOL076W::BFLEX	0.171	MDM20
YBR168W::BFLEX	0.171	PEX32
YAL018C::BFLEX	0.172	YAL018C
YFR035C::BFLEX	0.172	YFR035C
YMR075C-A::BFLEX	0.172	YMR075C-A
YHL029C::BFLEX	0.173	OCA5
YMR198W::BFLEX	0.174	CIK1
YIL132C::BFLEX	0.174	CSM2
YDL087C::BFLEX	0.174	LUC7
YPR002W::BFLEX	0.174	PDH1
YDR527W::BFLEX	0.174	RBA50
YGR274C::BFLEX	0.174	TAF1
YMR182W-A::BFLEX	0.174	
YMR299C::BFLEX	0.175	DYN3
YJR075W::BFLEX	0.175	HOC1
YLR292C::BFLEX	0.175	SEC72
YER096W::BFLEX	0.175	SHC1
YOR117W::BFLEX	0.176	RPT5
YMR117C::BFLEX	0.176	SPC24
YOR297C::BFLEX	0.176	TIM18
YCR045C::BFLEX	0.176	YCR045C
YNR075C-A::BFLEX	0.176	
YJL065C::BFLEX	0.178	DLS1
YNL098C::BFLEX	0.178	RAS2
YHR154W::BFLEX	0.178	RTT107
YGR153W::BFLEX	0.178	YGR153W
YOR356W::BFLEX	0.178	YOR356W
YPR034W::BFLEX	0.18	ARP7
YER065C::BFLEX	0.18	ICL1
YLR011W::BFLEX	0.18	LOT6
YPL156C::BFLEX	0.18	PRM4
YGR005C::BFLEX	0.18	TFG2
YFR047C::BFLEX	0.181	BNA6
YFL027C::BFLEX	0.181	GYP8
YPL001W::BFLEX	0.181	HAT1
YCR020C-A::BFLEX	0.181	MAK31
YKR024C::BFLEX	0.182	DBP7
YOL122C::BFLEX	0.182	SMF1
YDR460W::BFLEX	0.182	TFB3
YGR033C::BFLEX	0.182	TIM21
YOR270C::BFLEX	0.182	VPH1
YPL216W::BFLEX	0.182	YPL216W
YJL139C::BFLEX	0.182	YUR1
YOR094W::BFLEX	0.183	ARF3
YBL006C::BFLEX	0.183	LDB7
YGR123C::BFLEX	0.183	PPT1
YIL074C::BFLEX	0.183	SER33
YIL008W::BFLEX	0.183	URM1
YJL045W::BFLEX	0.183	YJL045W
YBR010W::BFLEX	0.184	HHT1
YKL138C::BFLEX	0.184	MRPL31
YMR103C::BFLEX	0.184	YMR103C
YMR031C::BFLEX	0.185	YMR031C
YMR181C::BFLEX	0.185	YMR181C
YGL155W::BFLEX	0.186	CDC43
YFR025C::BFLEX	0.186	HIS2
YLR360W::BFLEX	0.186	VPS38
YHR022C-A::BFLEX	0.186	
YKR068C::BFLEX	0.187	BET3
YKR049C::BFLEX	0.187	FMP46
YNL007C::BFLEX	0.187	SIS1
YNL138W::BFLEX	0.187	SRV2
YPL081W::BFLEX	0.188	RPS9A
YMR013C::BFLEX	0.188	SEC59
YLR417W::BFLEX	0.188	VPS36
YGL117W::BFLEX	0.188	YGL117W
YDL012C::BFLEX	0.189	YDL012C
YOR223W::BFLEX	0.189	YOR223W
YAL060W::BFLEX	0.19	BDH1
YBR122C::BFLEX	0.19	MRPL36
YDR280W::BFLEX	0.19	RRP45
YPL094C::BFLEX	0.19	SEC62
YPL063W::BFLEX	0.19	TIM50
YNR046W::BFLEX	0.19	TRM112
YGL258W::BFLEX	0.19	VEL1
YAL022C::BFLEX	0.191	FUN26
YKR030W::BFLEX	0.191	GMH1
YCR046C::BFLEX	0.191	IMG1
YGL229C::BFLEX	0.191	SAP4
YER185W::BFLEX	0.191	YER185W
YDR075W::BFLEX	0.192	PPH3
YPL024W::BFLEX	0.192	RMI1
YIL023C::BFLEX	0.192	YKE4
YEL076C::BFLEX	0.192	
YOL015W::BFLEX	0.193	IRC10
YMR304W::BFLEX	0.193	UBP15
YOL106W::BFLEX	0.193	YOL106W
YHR105W::BFLEX	0.193	YPT35
YOR358W::BFLEX	0.194	HAP5
YBL033C::BFLEX	0.194	RIB1
YOR343C::BFLEX	0.194	YOR343C
YHR090C::BFLEX	0.194	
YMR277W::BFLEX	0.195	FCP1
YDL213C::BFLEX	0.195	NOP6
YAR068W::BFLEX	0.195	
YDL029W::BFLEX	0.196	ARP2
YDR252W::BFLEX	0.196	BTT1
YMR095C::BFLEX	0.196	SNO1
YPL210C::BFLEX	0.196	SRP72
YBL008W::BFLEX	0.197	HIR1
YJR118C::BFLEX	0.197	ILM1
YBL093C::BFLEX	0.197	ROX3
YKL065C::BFLEX	0.197	YET1
YMR150C::BFLEX	0.198	IMP1
YGR081C::BFLEX	0.198	SLX9
YKL031W::BFLEX	0.198	YKL031W
YPL088W::BFLEX	0.198	YPL088W
YER175W-A::BFLEX2	0.198	
YMR009W::BFLEX	0.199	ADI1
YBR003W::BFLEX	0.199	COQ1
YHR028C::BFLEX	0.199	DAP2
YOL066C::BFLEX	0.199	RIB2
YPL261C::BFLEX	0.199	YPL261C
YPL227C::BFLEX	0.2	ALG5
YJR135C::BFLEX	0.2	MCM22
YHR034C::BFLEX	0.2	PIH1
YFR037C::BFLEX	0.2	RSC8
YOL062C::BFLEX	0.201	APM4
YBR131W::BFLEX	0.202	CCZ1
YDR224C::BFLEX	0.202	HTB1
YPR056W::BFLEX	0.202	TFB4
YGR022C::BFLEX	0.203	YGR022C
YOL057W::BFLEX	0.203	YOL057W
YAR075W::BFLEX	0.203	
YBR036C::BFLEX	0.204	CSG2
YDR298C::BFLEX	0.205	ATP5
YDR037W::BFLEX	0.205	KRS1
YJR014W::BFLEX	0.205	TMA22
YOR050C::BFLEX	0.205	YOR050C
YNR034W-A::BFLEX	0.205	
YLL051C::BFLEX	0.206	FRE6
YHR001W-A::BFLEX	0.206	QCR10
YIL016W::BFLEX	0.206	SNL1
YGR013W::BFLEX	0.206	SNU71
YPL218W::BFLEX	0.207	SAR1
YPL042C::BFLEX	0.207	SSN3
YLR064W::BFLEX	0.207	YLR064W
YOR384W::BFLEX	0.208	FRE5
YKL122C::BFLEX	0.208	SRP21
YDR367W::BFLEX	0.208	YDR367W
YOL166W-A::BFLEX	0.208	
YDR046C::BFLEX	0.209	BAP3
YDL109C::BFLEX	0.209	YDL109C
YIR039C::BFLEX	0.209	YPS6
YLR160C::BFLEX	0.209	
YGR152C::BFLEX	0.21	RSR1
YER018C::BFLEX	0.21	SPC25
YDR058C::BFLEX	0.21	TGL2
YMR175W-A::BFLEX	0.21	
YKL170W::BFLEX	0.211	MRPL38
YGL170C::BFLEX	0.211	SPO74
YMR318C::BFLEX	0.212	ADH6
YER059W::BFLEX	0.212	PCL6
YCR095C::BFLEX	0.213	OCA4
YOR189W::BFLEX	0.214	IES4
YEL049W::BFLEX	0.214	PAU2
YML028W::BFLEX	0.214	TSA1
YDR539W::BFLEX	0.214	YDR539W
YML087C::BFLEX	0.214	YML087C
YMR178W::BFLEX	0.214	YMR178W
YDR026C::BFLEX	0.215	YDR026C
YGR271C-A::BFLEX	0.215	
YJL145W::BFLEX	0.216	SFH5
YOR109W::BFLEX	0.217	INP53
YBR228W::BFLEX	0.217	SLX1
YDR126W::BFLEX	0.217	SWF1
YJL032W::BFLEX	0.217	YJL032W
YBL059C-A::BFLEX	0.217	
YDR381C-A::BFLEX	0.217	
YER038C::BFLEX	0.218	KRE29
YGR168C::BFLEX	0.218	YGR168C
YCL067C::BFLEX	0.218	
YLR344W::BFLEX	0.219	RPL26A
YLR066W::BFLEX	0.219	SPC3
YGL232W::BFLEX	0.219	TAN1
YKL056C::BFLEX	0.219	TMA19
YLR234W::BFLEX	0.219	TOP3
YOL093W::BFLEX	0.219	TRM10
YFL058W::BFLEX	0.219	
YMR312W::BFLEX	0.22	ELP6
YNL099C::BFLEX	0.22	OCA1
YGL126W::BFLEX	0.22	SCS3
YEL042W::BFLEX	0.221	GDA1
YER019W::BFLEX	0.221	ISC1
YLL057C::BFLEX	0.221	JLP1
YOR298C-A::BFLEX	0.222	MBF1
YPL243W::BFLEX	0.222	SRP68
YNR048W::BFLEX	0.222	YNR048W
YNR061C::BFLEX	0.222	YNR061C
YKL191W::BFLEX	0.223	DPH2
YDL001W::BFLEX	0.223	RMD1
YDR050C::BFLEX	0.223	TPI1
YMR020W::BFLEX	0.224	FMS1
YOL151W::BFLEX	0.224	GRE2
YDR463W::BFLEX	0.224	STP1
YBR137W::BFLEX	0.224	YBR137W
YOL164W::BFLEX	0.224	
YDL043C::BFLEX	0.225	PRP11
YLR104W::BFLEX	0.225	YLR104W
YNL134C::BFLEX	0.225	YNL134C
YMR247W-A::BFLEX	0.225	
YHR086W-A::BFLEX	0.226	
YCL011C::BFLEX	0.227	GBP2
YOR319W::BFLEX	0.227	HSH49
YIL014W::BFLEX	0.227	MNT3
YJR019C::BFLEX	0.227	TES1
YIL029C::BFLEX	0.227	YIL029C
YIR036C::BFLEX	0.227	YIR036C
YHR079C-A::BFLEX	0.227	
YMR030W-A::BFLEX	0.227	
YOL012C::BFLEX	0.228	HTZ1
YOL025W::BFLEX	0.228	LAG2
YKL073W::BFLEX	0.228	LHS1
YNR059W::BFLEX	0.228	MNT4
YPL274W::BFLEX	0.228	SAM3
YBR103W::BFLEX	0.228	SIF2
YLL006W-A::BFLEX	0.228	
YBR018C::BFLEX	0.229	GAL7
YHR073W::BFLEX	0.229	OSH3
YJR052W::BFLEX	0.229	RAD7
YBL101W-C::BFLEX	0.229	
YPR017C::BFLEX	0.23	DSS4
YCL055W::BFLEX	0.23	KAR4
YOR380W::BFLEX	0.23	RDR1
YDR056C::BFLEX	0.231	YDR056C
YDL072C::BFLEX	0.231	YET3
YGL149W::BFLEX	0.231	YGL149W
YNL277W-A::BFLEX	0.231	
YGR222W::BFLEX	0.232	PET54
YPR165W::BFLEX	0.232	RHO1
YOR044W::BFLEX	0.232	YOR044W
YDR003W-A::BFLEX	0.233	
YDR169C-A::BFLEX	0.233	
YJL050W::BFLEX	0.234	MTR4
YGR006W::BFLEX	0.234	PRP18
YGL081W::BFLEX	0.234	YGL081W
YLR245C::BFLEX	0.234	
YLR085C::BFLEX	0.235	ARP6
YMR201C::BFLEX	0.235	RAD14
YIL061C::BFLEX	0.235	SNP1
YBR287W::BFLEX	0.235	ZSP1
YOR163W::BFLEX	0.236	DDP1
YDR288W::BFLEX	0.236	NSE3
YMR247C::BFLEX	0.236	RKR1
YNL093W::BFLEX	0.236	YPT53
YPR069C::BFLEX	0.237	SPE3
YMR160W::BFLEX	0.237	YMR160W
YHR049W::BFLEX	0.238	FSH1
YIL145C::BFLEX	0.238	PAN6
YPL165C::BFLEX	0.238	SET6
YLR065C::BFLEX	0.238	YLR065C
YOL022C::BFLEX	0.239	YOL022C
YNL075W::BFLEX	0.24	IMP4
YNL222W::BFLEX	0.24	SSU72
YLR374C::BFLEX	0.24	YLR374C
YML006C::BFLEX	0.241	GIS4
YER115C::BFLEX	0.241	SPR6
YDR370C::BFLEX	0.241	YDR370C
YBR221W-A::BFLEX	0.241	
YJL024C::BFLEX	0.242	APS3
YOR247W::BFLEX	0.242	SRL1
YMR223W::BFLEX	0.242	UBP8
YBR233W-A::BFLEX	0.243	DAD3
YCL026C-A::BFLEX	0.243	FRM2
YNL284C::BFLEX	0.243	MRPL10
YGL144C::BFLEX	0.243	ROG1
YIL143C::BFLEX	0.243	SSL2
YER163C::BFLEX	0.243	YER163C
YLR411W::BFLEX	0.243	
YJL030W::BFLEX	0.244	MAD2
YKL127W::BFLEX	0.244	PGM1
YGR263C::BFLEX	0.244	YGR263C
YKL071W::BFLEX	0.244	YKL071W
YKL018C-A::BFLEX	0.244	
YJL165C::BFLEX	0.245	HAL5
YKL001C::BFLEX	0.245	MET14
YJL096W::BFLEX	0.245	MRPL49
YHR068W::BFLEX	0.246	DYS1
YIL051C::BFLEX	0.246	MMF1
YDL033C::BFLEX	0.246	SLM3
YCL005W-A::BFLEX	0.246	
YLR323C::BFLEX	0.247	CWC24
YCR019W::BFLEX	0.247	MAK32
YOL042W::BFLEX	0.247	NGL1
YJL143W::BFLEX	0.247	TIM17
YLR038C::BFLEX	0.248	COX12
YDL161W::BFLEX	0.248	ENT1
YER020W::BFLEX	0.249	GPA2
YBR151W::BFLEX	0.25	APD1
YGR134W::BFLEX	0.25	CAF130
YPR164W::BFLEX	0.25	MMS1
YEL040W::BFLEX	0.25	UTR2
YDL023C::BFLEX	0.25	YDL023C
YOL131W::BFLEX	0.251	YOL131W
YHR119W::BFLEX	0.251	
YML065W::BFLEX	0.252	ORC1
YMR011W::BFLEX	0.253	HXT2
YGL006W-A::BFLEX	0.253	
YMR079W::BFLEX	0.254	SEC14
YDR286C::BFLEX	0.254	YDR286C
YKL147C::BFLEX	0.254	YKL147C
YGR282C::BFLEX	0.255	BGL2
YNL070W::BFLEX	0.255	TOM7
YKR033C::BFLEX	0.255	YKR033C
YDR309C::BFLEX	0.256	GIC2
YML048W::BFLEX	0.256	GSF2
YAL034W-A::BFLEX	0.256	MTW1
YDR279W::BFLEX	0.256	RNH202
YGR240C-A::BFLEX	0.256	
YGL105W::BFLEX	0.258	ARC1
YKL192C::BFLEX	0.259	ACP1
YFL014W::BFLEX	0.259	HSP12
YPL004C::BFLEX	0.259	LSP1
YNL146W::BFLEX	0.259	YNL146W
YBR040W::BFLEX	0.26	FIG1
YDR329C::BFLEX	0.26	PEX3
YOR010C::BFLEX	0.26	TIR2
YDR186C::BFLEX	0.261	YDR186C
YGL202W::BFLEX	0.262	ARO8
YOR258W::BFLEX	0.262	HNT3
YFR043C::BFLEX	0.262	IRC6
YKL148C::BFLEX	0.262	SDH1
YBR173C::BFLEX	0.262	UMP1
YOR260W::BFLEX	0.263	GCD1
YNL110C::BFLEX	0.263	NOP15
YBR060C::BFLEX	0.263	ORC2
YDL177C::BFLEX	0.263	YDL177C
YMR014W::BFLEX	0.264	BUD22
YGR036C::BFLEX	0.264	CAX4
YFR053C::BFLEX	0.264	HXK1
YDL182W::BFLEX	0.264	LYS20
YLR195C::BFLEX	0.264	NMT1
YOL094C::BFLEX	0.264	RFC4
YGL097W::BFLEX	0.264	SRM1
YGR172C::BFLEX	0.264	YIP1
YDL017W::BFLEX	0.265	CDC7
YOL102C::BFLEX	0.265	TPT1
YDR437W::BFLEX	0.266	GPI19
YNR029C::BFLEX	0.266	YNR029C
YPL279C::BFLEX	0.266	
YIL121W::BFLEX	0.267	QDR2
YLL041C::BFLEX	0.267	SDH2
YML014W::BFLEX	0.267	TRM9
YJL179W::BFLEX	0.268	PFD1
YDR161W::BFLEX	0.269	YDR161W
YPR130C::BFLEX	0.269	YPR130C
YHR133C::BFLEX	0.27	NSG1
YPL002C::BFLEX	0.27	SNF8
YOL020W::BFLEX	0.27	TAT2
YDL128W::BFLEX	0.27	VCX1
YCR090C::BFLEX	0.271	YCR090C
YOR391C::BFLEX	0.271	
YGL237C::BFLEX	0.272	HAP2
YNL221C::BFLEX	0.272	POP1
YML102C-A::BFLEX	0.272	YML101C-A
YJL178C::BFLEX	0.273	ATG27
YKL018W::BFLEX	0.273	SWD2
YNL113W::BFLEX	0.274	RPC19
YDR196C::BFLEX	0.274	YDR196C
YJR157W::BFLEX	0.274	
YGR177C::BFLEX	0.275	ATF2
YLR293C::BFLEX	0.275	GSP1
YDL032W::BFLEX	0.275	YDL032W
YHR209W::BFLEX	0.275	YHR209W
YBL039W-A::BFLEX	0.276	
YFL001W::BFLEX	0.277	DEG1
YML125C::BFLEX	0.277	PGA3
YJL107C::BFLEX	0.277	YJL107C
YMR301C::BFLEX	0.278	ATM1
YLL060C::BFLEX	0.278	GTT2
YHR200W::BFLEX	0.278	RPN10
YIL164C::BFLEX	0.279	NIT1
YHR210C::BFLEX	0.279	YHR210C
YLR365W::BFLEX	0.279	YLR365W
YJL052C-A::BFLEX	0.279	
YDR041W::BFLEX	0.28	RSM10
YHR199C-A::BFLEX	0.28	
YDR450W::BFLEX	0.281	RPS18A
YDL222C::BFLEX	0.282	FMP45
YCL058C::BFLEX	0.282	FYV5
YGR027C::BFLEX	0.282	RPS25A
YBR139W::BFLEX	0.282	YBR139W
YGR016W::BFLEX	0.283	YGR016W
YNR042W::BFLEX	0.284	YNR042W
YML105C::BFLEX	0.285	SEC65
YDL202W::BFLEX	0.286	MRPL11
YHR147C::BFLEX	0.286	MRPL6
YLR325C::BFLEX	0.286	RPL38
YNL092W::BFLEX	0.286	YNL092W
YKR053C::BFLEX	0.286	YSR3
YNL072W::BFLEX	0.287	RNH201
YML015C::BFLEX	0.287	TAF11
YGR205W::BFLEX	0.287	YGR205W
YPL119C::BFLEX	0.288	DBP1
YMR288W::BFLEX	0.288	HSH155
YDR245W::BFLEX	0.288	MNN10
YDR201W::BFLEX	0.288	SPC19
YPL252C::BFLEX	0.288	YAH1
YCR061W::BFLEX	0.288	YCR061W
YOR324C::BFLEX	0.29	FRT1
YDR007W::BFLEX	0.29	TRP1
YLR359W::BFLEX	0.291	ADE13
YLR192C::BFLEX	0.291	HCR1
YHL013C::BFLEX	0.291	OTU2
YJL070C::BFLEX	0.291	YJL070C
YMR122C::BFLEX	0.291	YMR122C
YJL077C::BFLEX	0.292	ICS3
YPR138C::BFLEX	0.292	MEP3
YKL135C::BFLEX	0.293	APL2
YER171W::BFLEX	0.293	RAD3
YEL023C::BFLEX	0.293	YEL023C
YHR213W-A::BFLEX	0.293	
YBR052C::BFLEX	0.294	RFS1
YDL121C::BFLEX	0.294	YDL121C
YLL066W-B::BFLEX	0.294	
YIL077C::BFLEX	0.295	YIL077C
YBL003C::BFLEX	0.296	HTA2
YNL042W-B::BFLEX	0.296	
YPL008W::BFLEX	0.297	CHL1
YNR041C::BFLEX	0.297	COQ2
YLR461W::BFLEX	0.297	PAU4
YLR147C::BFLEX	0.297	SMD3
YML095C-A::BFLEX	0.297	YML094C-A
YHR043C::BFLEX	0.298	DOG2
YKR101W::BFLEX	0.298	SIR1
YDR177W::BFLEX	0.298	UBC1
YGR127W::BFLEX	0.298	YGR127W
YGR086C::BFLEX	0.299	PIL1
YOR294W::BFLEX	0.299	RRS1
YMR068W::BFLEX	0.3	AVO2
YBR166C::BFLEX	0.3	TYR1
YPL264C::BFLEX	0.3	YPL264C
YLR262C::BFLEX	0.3	YPT6
YBR022W::BFLEX	0.301	POA1
Q0130::BFLEX	0.304	
YIL009W::BFLEX	0.305	FAA3
YNL252C::BFLEX	0.305	MRPL17
YGL169W::BFLEX	0.305	SUA5
YHR081W::BFLEX	0.306	LRP1
YIL071C::BFLEX	0.306	PCI8
YLR107W::BFLEX	0.306	REX3
YLR296W::BFLEX	0.306	YLR296W
YML130C::BFLEX	0.307	ERO1
YDR178W::BFLEX	0.307	SDH4
YDL110C::BFLEX	0.307	TMA17
YDR005C::BFLEX	0.308	MAF1
YBL091C::BFLEX	0.308	MAP2
YPR062W::BFLEX	0.309	FCY1
YGR265W::BFLEX	0.309	YGR265W
YKR085C::BFLEX	0.31	MRPL20
YGR279C::BFLEX	0.311	SCW4
YBL071C::BFLEX	0.311	YBL071C
YGR001C::BFLEX	0.311	YGR001C
YDR494W::BFLEX	0.312	RSM28
YBR111C::BFLEX	0.312	YSA1
YGL200C::BFLEX	0.313	EMP24
YMR107W::BFLEX	0.313	SPG4
YKR015C::BFLEX	0.313	YKR015C
YDR488C::BFLEX	0.314	PAC11
YKL130C::BFLEX	0.314	SHE2
YLR187W::BFLEX	0.314	SKG3
YHR162W::BFLEX	0.314	YHR162W
YOL161C::BFLEX	0.314	
YLR051C::BFLEX	0.316	FCF2
YLR449W::BFLEX	0.316	FPR4
YKL084W::BFLEX	0.316	HOT13
YFR020W::BFLEX	0.316	YFR020W
YPL100W::BFLEX	0.317	ATG21
YLR154C-G::BFLEX	0.317	
YML092C::BFLEX	0.318	PRE8
YFL051C::BFLEX	0.318	YFL051C
YCL050C::BFLEX	0.32	APA1
YGR174C::BFLEX	0.32	CBP4
YGL038C::BFLEX	0.32	OCH1
YBR087W::BFLEX	0.32	RFC5
YLR333C::BFLEX	0.32	RPS25B
YCR099C::BFLEX	0.32	YCR099C
YJR084W::BFLEX	0.321	CSN12
YGL248W::BFLEX	0.321	PDE1
YPL129W::BFLEX	0.321	TAF14
YBL041W::BFLEX	0.323	PRE7
YGL250W::BFLEX	0.323	YGL250W
YMR169C::BFLEX	0.324	ALD3
YER117W::BFLEX	0.324	RPL23B
YKL183C-A::BFLEX	0.324	
YDR382W::BFLEX	0.325	RPP2B
YOR357C::BFLEX	0.325	SNX3
YBR053C::BFLEX	0.325	YBR053C
YJR007W::BFLEX	0.326	SUI2
YBR281C::BFLEX	0.326	YBR281C
YOR065W::BFLEX	0.327	CYT1
YDR513W::BFLEX	0.327	GRX2
YEL017C-A::BFLEX	0.328	PMP2
YGR121W-A::BFLEX	0.328	
YNL069C::BFLEX	0.329	RPL16B
YBR181C::BFLEX	0.329	RPS6B
YDR363W-A::BFLEX	0.329	SEM1
YBL074C::BFLEX	0.33	AAR2
YLL059C::BFLEX	0.33	YLL059C
YOR226C::BFLEX	0.331	ISU2
YGR104C::BFLEX	0.331	SRB5
YIL161W::BFLEX	0.331	YIL161W
YHL004W::BFLEX	0.331	
YPL069C::BFLEX	0.333	BTS1
YJR025C::BFLEX	0.334	BNA1
YOR107W::BFLEX	0.335	RGS2
YKR088C::BFLEX	0.335	TVP38
YPL221W::BFLEX	0.336	FLC1
YNL312W::BFLEX	0.336	RFA2
YHR136C::BFLEX	0.336	SPL2
YAR023C::BFLEX	0.336	YAR023C
Q0050::BFLEX	0.336	
YER048W-A::BFLEX	0.337	ISD11
YHR053C::BFLEX	0.337	
YML111W::BFLEX	0.338	BUL2
YBR176W::BFLEX	0.338	ECM31
YOR111W::BFLEX	0.338	YOR111W
YMR046W-A::BFLEX	0.338	
YDR232W::BFLEX	0.339	HEM1
YBR048W::BFLEX	0.339	RPS11B
YDL144C::BFLEX	0.339	YDL144C
YNL006W::BFLEX	0.34	LST8
YOR224C::BFLEX	0.34	RPB8
YMR227C::BFLEX	0.34	TAF7
YGR102C::BFLEX	0.34	YGR102C
YCR008W::BFLEX	0.341	SAT4
YGR181W::BFLEX	0.341	TIM13
YOL050C::BFLEX	0.341	YOL050C
YML055W::BFLEX	0.342	SPC2
YHL021C::BFLEX	0.343	FMP12
YOR168W::BFLEX	0.343	GLN4
YNL177C::BFLEX	0.343	MRPL22
YGL244W::BFLEX	0.343	RTF1
YIL059C::BFLEX	0.343	YIL059C
YKL098W::BFLEX	0.343	YKL098W
YNL306W::BFLEX	0.345	MRPS18
YLR058C::BFLEX	0.345	SHM2
YDR231C::BFLEX	0.346	COX20
YIL010W::BFLEX	0.346	DOT5
YJR082C::BFLEX	0.346	EAF6
YJR036C::BFLEX	0.346	HUL4
YKL168C::BFLEX	0.346	KKQ8
YHR026W::BFLEX	0.346	PPA1
YLR231C::BFLEX	0.347	BNA5
YOR284W::BFLEX	0.347	HUA2
YCR035C::BFLEX	0.347	RRP43
YER175C::BFLEX	0.348	TMT1
YBR119W::BFLEX	0.349	MUD1
YOR194C::BFLEX	0.349	TOA1
YLR213C::BFLEX	0.35	CRR1
YBR285W::BFLEX	0.35	YBR285W
YCR101C::BFLEX	0.35	YCR101C
YDR061W::BFLEX	0.35	YDR061W
YNR021W::BFLEX	0.35	YNR021W
YPL257W::BFLEX	0.35	YPL257W
YNL111C::BFLEX	0.351	CYB5
YBR200W-A::BFLEX	0.351	
YHR064C::BFLEX	0.352	SSZ1
YKR061W::BFLEX	0.353	KTR2
YMR231W::BFLEX	0.354	PEP5
YML094W::BFLEX	0.355	GIM5
YFR017C::BFLEX	0.355	YFR017C
YIR021W-A::BFLEX	0.355	
YDR295C::BFLEX	0.356	HDA2
YBR092C::BFLEX	0.356	PHO3
YOR161C::BFLEX	0.356	PNS1
YDL086W::BFLEX	0.356	YDL086W
YOR059C::BFLEX	0.356	YOR059C
YOR387C::BFLEX	0.356	
YMR006C::BFLEX	0.357	PLB2
YMR025W::BFLEX	0.358	CSI1
YHR045W::BFLEX	0.358	YHR045W
YNL296W::BFLEX	0.358	YNL296W
YKR095W-A::BFLEX	0.359	
YOR376W-A::BFLEX	0.359	
YKL158W::BFLEX	0.36	APE2_p
YNL107W::BFLEX	0.36	YAF9
YPL200W::BFLEX	0.361	CSM4
YBR115C::BFLEX	0.361	LYS2
YOR154W::BFLEX	0.361	SLP1
YER113C::BFLEX	0.361	YER113C
YDR045C::BFLEX	0.362	RPC11
YKL218C::BFLEX	0.362	SRY1
Q0250::BFLEX	0.362	
YLR062C::BFLEX	0.363	BUD28
YDL132W::BFLEX	0.363	CDC53
YPR046W::BFLEX	0.363	MCM16
YBR116C::BFLEX	0.363	YBR116C
YDL238C::BFLEX	0.364	GUD1
YEL008W::BFLEX	0.364	YEL008W
YKR043C::BFLEX	0.364	YKR043C
YNR064C::BFLEX	0.364	YNR064C
YDR419W::BFLEX	0.366	RAD30
YML043C::BFLEX	0.366	RRN11
YFL062W::BFLEX	0.366	
YNL286W::BFLEX	0.367	CUS2
