#Table S10- Log2 ratio (Gal versus Glu) of all genes on the b-FLEX at 20generations of growth.		
Probe ID	Log2 Ratio (20Gen)	gene
YHL011C::BFLEX	-0.243	PRS3
YKR082W::BFLEX	-0.241	NUP133
YBR035C::BFLEX	-0.241	PDX3
YCL043C::BFLEX	-0.24	PDI1
YDR077W::BFLEX	-0.24	SED1
YGL235W::BFLEX	-0.238	YGL235W
YLR099C::BFLEX	-0.236	ICT1
YGL135W::BFLEX	-0.236	RPL1B
YPL195W::BFLEX	-0.235	APL5
YFL010C::BFLEX	-0.235	WWM1
YLR437C::BFLEX	-0.235	YLR437C
YPR155C::BFLEX	-0.234	NCA2
YDL085W::BFLEX	-0.234	NDE2
YLR273C::BFLEX	-0.234	PIG1
YDR391C::BFLEX	-0.234	YDR391C
YOL046C::BFLEX	-0.234	YOL046C
YER101C::BFLEX	-0.233	AST2
YJL102W::BFLEX	-0.233	MEF2
YER005W::BFLEX	-0.233	YND1
YPR124W::BFLEX	-0.232	CTR1
YGL205W::BFLEX	-0.232	POX1
YAL025C::BFLEX	-0.231	MAK16
YPR149W::BFLEX	-0.231	NCE102
YBR197C::BFLEX	-0.231	YBR197C
YLL035W::BFLEX	-0.23	GRC3
YDL107W::BFLEX	-0.23	MSS2
YOR057W::BFLEX	-0.23	SGT1
YLR162W-A::BFLEX	-0.23	
YGR246C::BFLEX	-0.229	BRF1
YER142C::BFLEX	-0.229	MAG1
YNL334C::BFLEX	-0.229	SNO2
YBR235W::BFLEX	-0.229	YBR235W
YPR176C::BFLEX	-0.228	BET2
YJL094C::BFLEX	-0.228	KHA1
YBR031W::BFLEX	-0.228	RPL4A
YIL140W::BFLEX	-0.227	AXL2
YLR274W::BFLEX	-0.227	CDC46
YFR014C::BFLEX	-0.227	CMK1
YGR014W::BFLEX	-0.227	MSB2
YJR111C::BFLEX	-0.227	YJR111C
YOR298W::BFLEX	-0.226	MUM3
YJL103C::BFLEX	-0.226	YJL103C
YPL101W::BFLEX	-0.225	ELP4
YPL223C::BFLEX	-0.225	GRE1
YKL209C::BFLEX	-0.225	STE6
YDR434W::BFLEX	-0.224	GPI17
YGR183C::BFLEX	-0.224	QCR9
YMR226C::BFLEX	-0.223	TMA29
YOR045W::BFLEX	-0.223	TOM6
YJL062W-A::BFLEX	-0.223	
YDR054C::BFLEX	-0.221	CDC34
YPR144C::BFLEX	-0.221	NOC4
YER085C::BFLEX	-0.221	YER085C
YGR259C::BFLEX	-0.221	YGR259C
YER048C::BFLEX	-0.22	CAJ1
YPL111W::BFLEX	-0.22	CAR1
YHR061C::BFLEX	-0.22	GIC1
YMR135C::BFLEX	-0.22	GID8
YPL140C::BFLEX	-0.219	MKK2
YGL030W::BFLEX	-0.219	RPL30
YJL111W::BFLEX	-0.218	CCT7
YPR045C::BFLEX	-0.218	MNI2
YHR042W::BFLEX	-0.217	NCP1
YHR153C::BFLEX	-0.217	SPO16
YHR122W::BFLEX	-0.217	YHR122W
YBR159W::BFLEX	-0.216	IFA38
YLR212C::BFLEX	-0.216	TUB4
YDR197W::BFLEX	-0.215	CBS2
YKL145W::BFLEX	-0.215	RPT1
YER041W::BFLEX	-0.215	YEN1
YGR059W::BFLEX	-0.214	SPR3
YLL024C::BFLEX	-0.214	SSA2
YDL119C::BFLEX	-0.214	YDL119C
YDL120W::BFLEX	-0.214	YFH1
YDL178W::BFLEX	-0.211	DLD2
YPL023C::BFLEX	-0.211	MET12
YKL015W::BFLEX	-0.211	PUT3
YDL168W::BFLEX	-0.211	SFA1
YOL018C::BFLEX	-0.211	TLG2
YJL028W::BFLEX	-0.211	YJL028W
YJR145C::BFLEX	-0.21	RPS4A
YNL229C::BFLEX	-0.209	URE2
YLR149C::BFLEX	-0.209	YLR149C
YKL186C::BFLEX	-0.207	MTR2
YCL046W::BFLEX	-0.207	YCL046W
YPR091C::BFLEX	-0.207	YPR091C
YHR089C::BFLEX	-0.207	
YNL196C::BFLEX	-0.206	YNL196C
YDL179W::BFLEX	-0.205	PCL9
YML047C::BFLEX	-0.205	PRM6
YDR027C::BFLEX	-0.205	VPS54
YKR023W::BFLEX	-0.205	YKR023W
YBR234C::BFLEX	-0.204	ARC40
YOR119C::BFLEX	-0.204	RIO1
YLR048W::BFLEX	-0.204	RPS0B
YLR436C::BFLEX	-0.203	ECM30
YJR144W::BFLEX	-0.203	MGM101
YLR315W::BFLEX	-0.203	NKP2
YDR281C::BFLEX	-0.203	PHM6
YOR087W::BFLEX	-0.203	YVC1
YPL117C::BFLEX	-0.202	IDI1
YHL006C::BFLEX	-0.202	SHU1
YLR004C::BFLEX	-0.202	YLR004C
YNL325C::BFLEX	-0.201	FIG4
YLR298C::BFLEX	-0.201	YHC1
YLR207W::BFLEX	-0.198	HRD3
YDR285W::BFLEX	-0.198	ZIP1
YHR104W::BFLEX	-0.197	GRE3
YDR142C::BFLEX	-0.197	PEX7
YAL033W::BFLEX	-0.197	POP5
YDR292C::BFLEX	-0.197	SRP101
YBL015W::BFLEX	-0.196	ACH1
YCR014C::BFLEX	-0.196	POL4
YER043C::BFLEX	-0.196	SAH1
YDL199C::BFLEX	-0.196	YDL199C
YMR187C::BFLEX	-0.196	YMR187C
YNL043C::BFLEX	-0.196	YNL043C
YCR011C::BFLEX	-0.195	ADP1
YBR056W-A::BFLEX	-0.195	
YDL160C::BFLEX	-0.194	DHH1
YLR312W-A::BFLEX	-0.194	MRPL15
YDR496C::BFLEX	-0.194	PUF6
YJR112W-A::BFLEX	-0.194	
YGL194C::BFLEX	-0.193	HOS2
YHR039C::BFLEX	-0.193	MSC7
YLR363C::BFLEX	-0.193	NMD4
YIL017C::BFLEX	-0.192	VID28
YKL063C::BFLEX	-0.192	YKL063C
YFL030W::BFLEX	-0.191	AGX1
YDL186W::BFLEX	-0.191	YDL186W
YMR185W::BFLEX	-0.191	YMR185W
YDL083C::BFLEX	-0.19	RPS16B
YDR065W::BFLEX	-0.19	YDR065W
YNL209W::BFLEX	-0.19	
YAL023C::BFLEX	-0.189	PMT2
YBR005W::BFLEX	-0.189	RCR1
YPR189W::BFLEX	-0.189	SKI3
YPR140W::BFLEX	-0.188	TAZ1
YMR007W::BFLEX	-0.188	YMR007W
YLL052C::BFLEX	-0.187	AQY2
YBR248C::BFLEX	-0.187	HIS7
YEL058W::BFLEX	-0.187	PCM1
YOL127W::BFLEX	-0.187	RPL25
YIL078W::BFLEX	-0.187	THS1
YOR273C::BFLEX	-0.187	TPO4
YMR253C::BFLEX	-0.187	YMR253C
YDL020C::BFLEX	-0.186	RPN4
YPL282C::BFLEX	-0.186	
YML064C::BFLEX	-0.184	TEM1
YJL086C::BFLEX	-0.183	YJL086C
YLR285W::BFLEX	-0.182	NNT1
YPR190C::BFLEX	-0.182	RPC82
YGL034C::BFLEX	-0.182	YGL034C
YJR001W::BFLEX	-0.181	AVT1
YLR163C::BFLEX	-0.181	MAS1
YOL163W::BFLEX	-0.181	YOL163W
YDR019C::BFLEX	-0.18	GCV1
YPR127W::BFLEX	-0.18	YPR127W
YDR375C::BFLEX	-0.178	BCS1
YIL053W::BFLEX	-0.178	RHR2
YBR096W::BFLEX	-0.178	YBR096W
YLR027C::BFLEX	-0.177	AAT2
YOR165W::BFLEX	-0.177	SEY1
YGL210W::BFLEX	-0.177	YPT32
YJL189W::BFLEX	-0.176	RPL39
YBR042C::BFLEX	-0.176	YBR042C
YGL262W::BFLEX	-0.176	YGL262W
YNL295W::BFLEX	-0.176	YNL295W
YFL044C::BFLEX	-0.175	OTU1
YNL200C::BFLEX	-0.175	YNL200C
YJR085C::BFLEX	-0.175	
YLR314C::BFLEX	-0.174	CDC3
YML056C::BFLEX	-0.174	IMD4
YLR392C::BFLEX	-0.174	YLR392C
YBR153W::BFLEX	-0.173	RIB7
YNL002C::BFLEX	-0.173	RLP7
YLR250W::BFLEX	-0.173	SSP120
YLR421C::BFLEX	-0.172	RPN13
YOR031W::BFLEX	-0.171	CRS5
YLR276C::BFLEX	-0.171	DBP9
YNR049C::BFLEX	-0.171	MSO1
YPR178W::BFLEX	-0.171	PRP4
YMR142C::BFLEX	-0.171	RPL13B
YGL022W::BFLEX	-0.171	STT3
YNL322C::BFLEX	-0.17	KRE1
YDR276C::BFLEX	-0.17	PMP3
YDR240C::BFLEX	-0.17	SNU56
YNL197C::BFLEX	-0.17	WHI3
YML098W::BFLEX	-0.169	TAF13
YAL059W::BFLEX	-0.168	ECM1
YIL146C::BFLEX	-0.168	ECM37
YMR049C::BFLEX	-0.168	ERB1
YBR299W::BFLEX	-0.168	MAL32
YDL005C::BFLEX	-0.168	MED2
YLR308W::BFLEX	-0.167	CDA2
YMR269W::BFLEX	-0.167	TMA23
YDR540C::BFLEX	-0.166	IRC4
YCR092C::BFLEX	-0.166	MSH3
YGR180C::BFLEX	-0.166	RNR4
YDR131C::BFLEX	-0.165	YDR131C
YMR087W::BFLEX	-0.165	YMR087W
YML070W::BFLEX	-0.164	DAK1
YER182W::BFLEX	-0.163	FMP10
YHR100C::BFLEX	-0.163	YHR100C
YJR063W::BFLEX	-0.162	RPA12
YGR169C::BFLEX	-0.161	PUS6
YPL065W::BFLEX	-0.161	VPS28
YML122C::BFLEX	-0.161	YML122C
YOL140W::BFLEX	-0.161	
YJR065C::BFLEX	-0.16	ARP3
YKL049C::BFLEX	-0.16	CSE4
YIL026C::BFLEX	-0.159	IRR1
YGL098W::BFLEX	-0.159	USE1
YLR016C::BFLEX	-0.158	PML1
YGR058W::BFLEX	-0.158	YGR058W
YNL059C::BFLEX	-0.157	ARP5
YNL186W::BFLEX	-0.157	
YDL036C::BFLEX	-0.156	PUS9
YPR048W::BFLEX	-0.156	TAH18
YMR027W::BFLEX	-0.156	YMR027W
YIL082W::BFLEX	-0.156	
YER068W::BFLEX	-0.155	MOT2
YDR313C::BFLEX	-0.154	PIB1
YMR143W::BFLEX	-0.154	RPS16A
YOR007C::BFLEX	-0.154	SGT2
YGR003W::BFLEX	-0.153	CUL3
YEL030W::BFLEX	-0.153	ECM10
YGL257C::BFLEX	-0.153	MNT2
YGL008C::BFLEX	-0.153	PMA1
YNL260C::BFLEX	-0.153	YNL260C
YJR064W::BFLEX	-0.152	CCT5
YJR045C::BFLEX	-0.151	SSC1
YDR207C::BFLEX	-0.151	UME6
YMR246W::BFLEX	-0.15	FAA4
YDR490C::BFLEX	-0.15	PKH1
YDL135C::BFLEX	-0.15	RDI1
YML002W::BFLEX	-0.15	YML002W
YPL119C-A::BFLEX	-0.149	
YJR048W::BFLEX	-0.148	CYC1
YIL084C::BFLEX	-0.148	SDS3
YLR240W::BFLEX	-0.148	VPS34
YBL044W::BFLEX	-0.147	YBL044W
YGR071C::BFLEX	-0.147	YGR071C
YHR156C::BFLEX	-0.146	LIN1
YOL129W::BFLEX	-0.146	VPS68
YNL152W::BFLEX	-0.146	YNL152W
YDR158W::BFLEX	-0.145	HOM2
YOR210W::BFLEX	-0.145	RPB10
YHL010C::BFLEX	-0.145	YHL010C
YOR342C::BFLEX	-0.145	YOR342C
YGL065C::BFLEX	-0.144	ALG2
YNL278W::BFLEX	-0.144	CAF120
YPL262W::BFLEX	-0.144	FUM1
YML058W-A::BFLEX	-0.144	
YLR189C::BFLEX	-0.143	ATG26
YLR373C::BFLEX	-0.143	VID22
YPL104W::BFLEX	-0.142	MSD1
YKL124W::BFLEX	-0.142	SSH4
YDR214W::BFLEX	-0.141	AHA1
YKL052C::BFLEX	-0.141	ASK1
YLR215C::BFLEX	-0.141	CDC123
YDL165W::BFLEX	-0.141	CDC36
YGL226C-A::BFLEX	-0.141	OST5
YMR152W::BFLEX	-0.141	YIM1
YIL076W::BFLEX	-0.14	SEC28
YGR129W::BFLEX	-0.14	SYF2
YDR524C-B::BFLEX	-0.14	
YHR175W::BFLEX	-0.14	
YGR169C-A::BFLEX	-0.139	
YOR037W::BFLEX	-0.138	CYC2
YDL227C::BFLEX	-0.138	HO
YER012W::BFLEX	-0.138	PRE1
YOR012W::BFLEX	-0.138	YOR012W
YKL206C::BFLEX	-0.137	ADD66
YLR418C::BFLEX	-0.137	CDC73
YOR052C::BFLEX	-0.137	YOR052C
YCR031C::BFLEX	-0.136	RPS14A
YPR021C::BFLEX	-0.135	AGC1
YBR270C::BFLEX	-0.135	BIT2
YKL053C-A::BFLEX	-0.135	MDM35
YGL051W::BFLEX	-0.135	MST27
YPR186C::BFLEX	-0.135	PZF1
YOR066W::BFLEX	-0.135	YOR066W
YAL041W::BFLEX	-0.134	CDC24
YOL101C::BFLEX	-0.134	IZH4
YJL162C::BFLEX	-0.133	JJJ2
YGR056W::BFLEX	-0.133	RSC1
YHR103W::BFLEX	-0.133	SBE22
YAR015W::BFLEX	-0.132	ADE1
YKR063C::BFLEX	-0.132	LAS1
YJL026W::BFLEX	-0.132	RNR2
YOL085C::BFLEX	-0.131	YOL085C
YOR180C::BFLEX	-0.13	DCI1
YML127W::BFLEX	-0.13	RSC9
YKR067W::BFLEX	-0.129	GPT2
YGR287C::BFLEX	-0.129	YGR287C
YGR211W::BFLEX	-0.129	ZPR1
YHR181W::BFLEX	-0.128	SVP26
YDR402C::BFLEX	-0.127	DIT2
YGL015C::BFLEX	-0.126	YGL015C
YLR127C::BFLEX	-0.125	APC2
YBR007C::BFLEX	-0.125	DSF2
YLR077W::BFLEX	-0.125	FMP25
YIR014W::BFLEX	-0.125	YIR014W
YFR027W::BFLEX	-0.124	ECO1
YMR115W::BFLEX	-0.124	FMP24
YHR121W::BFLEX	-0.124	LSM12
YGR085C::BFLEX	-0.124	RPL11B
YGR199W::BFLEX	-0.123	PMT6
YDL090C::BFLEX	-0.123	RAM1
YOL007C::BFLEX	-0.122	CSI2
YMR287C::BFLEX	-0.122	MSU1
YOR281C::BFLEX	-0.122	PLP2
YCL031C::BFLEX	-0.122	RRP7
YMR322C::BFLEX	-0.122	SNO4
YDL063C::BFLEX	-0.122	YDL063C
YJL163C::BFLEX	-0.122	YJL163C
YNL115C::BFLEX	-0.121	YNL115C
YJR057W::BFLEX	-0.12	CDC8
YKL194C::BFLEX	-0.12	MST1
YBR258C::BFLEX	-0.12	SHG1
YLR370C::BFLEX	-0.119	ARC18
YIL021W::BFLEX	-0.119	RPB3
YDR273W::BFLEX	-0.118	DON1
YLR270W::BFLEX	-0.117	DCS1
YFR055W::BFLEX	-0.117	IRC7
YDL061C::BFLEX	-0.117	RPS29B
YML005W::BFLEX	-0.117	TRM12
YKR070W::BFLEX	-0.117	YKR070W
YMR138W::BFLEX	-0.116	CIN4
YIR032C::BFLEX	-0.116	DAL3
YJR034W::BFLEX	-0.116	PET191
YNL257C::BFLEX	-0.116	SIP3
YDL114W::BFLEX	-0.116	YDL114W
YOR285W::BFLEX	-0.116	YOR285W
YGL184C::BFLEX	-0.116	
YNR033W::BFLEX	-0.115	ABZ1
YJL167W::BFLEX	-0.115	ERG20
YMR021C::BFLEX	-0.115	MAC1
YHR017W::BFLEX	-0.115	YSC83
YHR191C::BFLEX	-0.114	CTF8
YIR034C::BFLEX	-0.114	LYS1
YDR337W::BFLEX	-0.114	MRPS28
YBR093C::BFLEX	-0.114	PHO5
YLR021W::BFLEX	-0.114	YLR021W
YEL070W::BFLEX	-0.114	
YGL080W::BFLEX	-0.113	FMP37
YPL053C::BFLEX	-0.112	KTR6
YBR165W::BFLEX	-0.112	UBS1
YPL118W::BFLEX	-0.111	MRP51
YOL032W::BFLEX	-0.111	OPI10
YMR267W::BFLEX	-0.111	PPA2
YOR220W::BFLEX	-0.111	WSP1
YJL049W::BFLEX	-0.111	YJL049W
YOR003W::BFLEX	-0.111	YSP3
YMR315W-A::BFLEX	-0.111	
YIL157C::BFLEX	-0.11	FMP35
YLR205C::BFLEX	-0.11	HMX1
YOR108W::BFLEX	-0.11	LEU9
YLR035C::BFLEX	-0.109	MLH2
YNR015W::BFLEX	-0.109	SMM1
YOL083W::BFLEX	-0.109	YOL083W
YER014C-A::BFLEX	-0.108	BUD25
YLR451W::BFLEX	-0.108	LEU3
YLL006W::BFLEX	-0.108	MMM1
YLL039C::BFLEX	-0.108	UBI4
YOL107W::BFLEX	-0.108	YOL107W
YGR197C::BFLEX	-0.106	SNG1
YIL098C::BFLEX	-0.105	FMC1
YOL043C::BFLEX	-0.105	NTG2
YJL213W::BFLEX	-0.105	YJL213W
YPR150W::BFLEX	-0.105	YPR150W
YHR143W::BFLEX	-0.104	DSE2
YHL034C::BFLEX	-0.104	SBP1
YGL243W::BFLEX	-0.104	TAD1
YGR131W::BFLEX	-0.104	YGR131W
YMR052W::BFLEX	-0.103	FAR3
YGL154C::BFLEX	-0.103	LYS5
YCR105W::BFLEX	-0.102	ADH7
YLR381W::BFLEX	-0.102	CTF3
YJR099W::BFLEX	-0.102	YUH1
YJL209W::BFLEX	-0.101	CBP1
YDR036C::BFLEX	-0.101	EHD3
YMR232W::BFLEX	-0.101	FUS2
YDR261C::BFLEX	-0.1	EXG2
YKL060C::BFLEX	-0.1	FBA1
YPL077C::BFLEX	-0.1	YPL077C
YCR075C::BFLEX	-0.099	ERS1
YDR189W::BFLEX	-0.099	SLY1
YHR174W::BFLEX	-0.099	
YDL139C::BFLEX	-0.098	SCM3
YHR151C::BFLEX	-0.098	YHR151C
YOR186W::BFLEX	-0.098	YOR186W
YPL225W::BFLEX	-0.098	YPL225W
YPR175W::BFLEX	-0.096	DPB2
YPL054W::BFLEX	-0.096	LEE1
YER139C::BFLEX	-0.096	YER139C
YML096W::BFLEX	-0.096	YML096W
YBR247C::BFLEX	-0.094	ENP1
YKL150W::BFLEX	-0.094	MCR1
YPR182W::BFLEX	-0.094	SMX3
YDR104C::BFLEX	-0.094	SPO71
YFR026C::BFLEX	-0.094	YFR026C
YIL034C::BFLEX	-0.093	CAP2
YLR427W::BFLEX	-0.093	MAG2
YIR011C::BFLEX	-0.093	STS1
YBR135W::BFLEX	-0.092	CKS1
YIL154C::BFLEX	-0.092	IMP2'
YHR077C::BFLEX	-0.092	NMD2
YDR387C::BFLEX	-0.092	YDR387C
YER077C::BFLEX	-0.092	YER077C
YMR072W::BFLEX	-0.091	ABF2
YKL007W::BFLEX	-0.091	CAP1
YBR033W::BFLEX	-0.091	EDS1
YPL209C::BFLEX	-0.091	IPL1
YMR089C::BFLEX	-0.091	YTA12
YDR040C::BFLEX	-0.09	
YFL041W::BFLEX	-0.089	FET5
YDR338C::BFLEX	-0.089	YDR338C
YML012W::BFLEX	-0.088	ERV25
YPL050C::BFLEX	-0.088	MNN9
YDL123W::BFLEX	-0.087	SNA4
YOR047C::BFLEX	-0.087	STD1
YGL187C::BFLEX	-0.087	
YLR432W::BFLEX	-0.086	IMD3
YMR112C::BFLEX	-0.086	MED11
YMR088C::BFLEX	-0.086	VBA1
YGL091C::BFLEX	-0.085	NBP35
YLR448W::BFLEX	-0.085	RPL6B
YDL111C::BFLEX	-0.085	RRP42
YCR048W::BFLEX	-0.084	ARE1
YMR271C::BFLEX	-0.083	URA10
YGR292W::BFLEX	-0.082	MAL12
YPL013C::BFLEX	-0.082	MRPS16
YGL158W::BFLEX	-0.082	RCK1
YGL018C::BFLEX	-0.081	JAC1
YOR098C::BFLEX	-0.081	NUP1
YGL066W::BFLEX	-0.081	SGF73
YDR379C-A::BFLEX	-0.081	
YPL259C::BFLEX	-0.08	APM1
YOL005C::BFLEX	-0.08	RPB11
YGL160W::BFLEX	-0.08	YGL160W
YGR208W::BFLEX	-0.079	SER2
YOL086C::BFLEX	-0.078	ADH1
YML112W::BFLEX	-0.078	CTK3
YDR116C::BFLEX	-0.078	MRPL1
YNL149C::BFLEX	-0.078	PGA2
YDR304C::BFLEX	-0.077	CPR5
YKL096W-A::BFLEX	-0.077	CWP2
YDR020C::BFLEX	-0.077	YDR020C
YJR005C-A::BFLEX	-0.077	
YBL099W::BFLEX	-0.076	ATP1
YHR132C::BFLEX	-0.076	ECM14
YJR125C::BFLEX	-0.076	ENT3
YKL140W::BFLEX	-0.076	TGL1
YIL044C::BFLEX	-0.075	AGE2
YGR262C::BFLEX	-0.075	BUD32
YMR157C::BFLEX	-0.075	FMP39
YGR068C::BFLEX	-0.074	YGR068C
YJL007C::BFLEX	-0.074	YJL007C
YER061C::BFLEX	-0.073	CEM1
YDR378C::BFLEX	-0.073	LSM6
YMR197C::BFLEX	-0.073	VTI1
YHR080C::BFLEX	-0.073	YHR080C
YHL036W::BFLEX	-0.072	MUP3
YER116C::BFLEX	-0.072	SLX8
YPR054W::BFLEX	-0.072	SMK1
YOR337W::BFLEX	-0.072	TEA1
YHR019C::BFLEX	-0.071	DED81
YGR103W::BFLEX	-0.071	NOP7
YOR312C::BFLEX	-0.071	RPL20B
YJR049C::BFLEX	-0.071	UTR1
YMR116C::BFLEX	-0.07	ASC1
YBR068C::BFLEX	-0.07	BAP2
YDR022C::BFLEX	-0.07	CIS1
YLR303W::BFLEX	-0.07	MET17
YIL018W::BFLEX	-0.07	RPL2B
YPR101W::BFLEX	-0.07	SNT309
YBR239C::BFLEX	-0.07	YBR239C
YKL023W::BFLEX	-0.07	YKL023W
YLR454W::BFLEX	-0.069	FMP27
YHR207C::BFLEX	-0.069	SET5
YHR014W::BFLEX	-0.069	SPO13
YCR016W::BFLEX	-0.069	YCR016W
YGL192W::BFLEX	-0.069	
YDR125C::BFLEX	-0.068	ECM18
YNL265C::BFLEX	-0.068	IST1
YKL142W::BFLEX	-0.068	MRP8
YGR010W::BFLEX	-0.068	NMA2
YMR236W::BFLEX	-0.068	TAF9
YGR092W::BFLEX	-0.067	DBF2
YGL245W::BFLEX	-0.067	GUS1
YLR219W::BFLEX	-0.067	MSC3
YGR110W::BFLEX	-0.067	YGR110W
YMR065W::BFLEX	-0.066	KAR5
YPL097W::BFLEX	-0.066	MSY1
YJL208C::BFLEX	-0.066	NUC1
YGR233C::BFLEX	-0.066	PHO81
YER036C::BFLEX	-0.065	ARB1
YOR177C::BFLEX	-0.065	MPC54
YBL079W::BFLEX	-0.065	NUP170
YLR409C::BFLEX	-0.065	UTP21
YKL151C::BFLEX	-0.065	YKL151C
YNL077W::BFLEX	-0.064	APJ1
YLL030C::BFLEX	-0.064	YLL030C
YLR444C::BFLEX	-0.064	YLR444C
YEL064C::BFLEX	-0.063	AVT2
YPR005C::BFLEX	-0.063	HAL1
YKL128C::BFLEX	-0.063	PMU1
YBR237W::BFLEX	-0.063	PRP5
YGR024C::BFLEX	-0.062	THG1
YGL226W::BFLEX	-0.062	YGL226W
YJL217W::BFLEX	-0.062	YJL217W
YNR024W::BFLEX	-0.062	YNR024W
YOR093C::BFLEX	-0.062	YOR093C
YNL210W::BFLEX	-0.061	MER1
YJR004C::BFLEX	-0.061	SAG1
YPL095C::BFLEX	-0.06	EEB1
YKR038C::BFLEX	-0.06	KAE1
YBR050C::BFLEX	-0.06	REG2
YLR407W::BFLEX	-0.06	YLR407W
YML119W::BFLEX	-0.06	YML119W
YNL237W::BFLEX	-0.06	YTP1
YDR035W::BFLEX	-0.059	ARO3
YNL282W::BFLEX	-0.059	POP3
YLR145W::BFLEX	-0.059	RMP1
YOL067C::BFLEX	-0.059	RTG1
YKL025C::BFLEX	-0.058	PAN3
YPR174C::BFLEX	-0.058	YPR174C
YHR058C::BFLEX	-0.057	MED6
YHR127W::BFLEX	-0.057	YHR127W
YPL121C::BFLEX	-0.056	MEI5
YPR073C::BFLEX	-0.055	LTP1
YGR273C::BFLEX	-0.055	YGR273C
YPR015C::BFLEX	-0.055	YPR015C
YGL253W::BFLEX	-0.054	HXK2
YIL094C::BFLEX	-0.054	LYS12
YOL144W::BFLEX	-0.054	NOP8
YPL157W::BFLEX	-0.054	TGS1
YJL088W::BFLEX	-0.053	ARG3
YCR079W::BFLEX	-0.053	AUP1
YGL093W::BFLEX	-0.053	SPC105
YDL203C::BFLEX	-0.052	ACK1
YBL078C::BFLEX	-0.052	ATG8
YLR226W::BFLEX	-0.052	BUR2
YML019W::BFLEX	-0.052	OST6
YDR156W::BFLEX	-0.052	RPA14
YOL117W::BFLEX	-0.052	RRI2
YOR027W::BFLEX	-0.052	STI1
YPR188C::BFLEX	-0.051	MLC2
YBR001C::BFLEX	-0.051	NTH2
YLL056C::BFLEX	-0.051	YLL056C
YOL119C::BFLEX	-0.05	MCH4
YPR072W::BFLEX	-0.05	NOT5
YML007W::BFLEX	-0.05	YAP1
YHR063C::BFLEX	-0.05	
YJL122W::BFLEX	-0.049	ALB1
YHR083W::BFLEX	-0.049	SAM35
YFL002C::BFLEX	-0.049	SPB4
YOR393W::BFLEX	-0.049	
YBR249C::BFLEX	-0.048	ARO4
YDR489W::BFLEX	-0.048	SLD5
YPL064C::BFLEX	-0.047	CWC27
YBR015C::BFLEX	-0.047	MNN2
YGL120C::BFLEX	-0.047	PRP43
YLR393W::BFLEX	-0.045	ATP10
YDR371W::BFLEX	-0.045	CTS2
YDR456W::BFLEX	-0.045	NHX1
YNL317W::BFLEX	-0.045	PFS2
YGL028C::BFLEX	-0.045	SCW11
YAR029W::BFLEX	-0.045	YAR029W
YGL159W::BFLEX	-0.045	YGL159W
YCL027W::BFLEX	-0.044	FUS1
YNL244C::BFLEX	-0.044	SUI1
YBR288C::BFLEX	-0.043	APM3
YPL167C::BFLEX	-0.043	REV3
YLR126C::BFLEX	-0.043	YLR126C
YHL009W-A::BFLEX	-0.043	
YNL335W::BFLEX	-0.042	DDI3
YDR071C::BFLEX	-0.042	PAA1
YDR409W::BFLEX	-0.042	SIZ1
YPL092W::BFLEX	-0.042	SSU1
YJR154W::BFLEX	-0.042	YJR154W
YLL055W::BFLEX	-0.042	YLL055W
YDR275W::BFLEX	-0.041	BSC2
YJL153C::BFLEX	-0.041	INO1
YOL084W::BFLEX	-0.041	PHM7
YIR022W::BFLEX	-0.041	SEC11
YLR012C::BFLEX	-0.041	YLR012C
YNL140C::BFLEX	-0.041	YNL140C
YNR030W::BFLEX	-0.04	ALG12
YML102W::BFLEX	-0.04	CAC2
YOL033W::BFLEX	-0.039	MSE1
YBR196C::BFLEX	-0.039	PGI1
YKL117W::BFLEX	-0.039	SBA1
YPR099C::BFLEX	-0.039	YPR099C
YJR002W::BFLEX	-0.038	MPP10
YML069W::BFLEX	-0.037	POB3
YHR030C::BFLEX	-0.037	SLT2
YMR104C::BFLEX	-0.037	YPK2
YER029C::BFLEX	-0.037	
YPL177C::BFLEX	-0.036	CUP9
YNL277W::BFLEX	-0.036	MET2
YKL040C::BFLEX	-0.036	NFU1
YGL137W::BFLEX	-0.036	SEC27
YNL166C::BFLEX	-0.035	BNI5
YKL035W::BFLEX	-0.035	UGP1
YOR043W::BFLEX	-0.035	WHI2
YOR145C::BFLEX	-0.034	PNO1
YBR167C::BFLEX	-0.034	POP7
YDR202C::BFLEX	-0.034	RAV2
YPL123C::BFLEX	-0.034	RNY1
YJR149W::BFLEX	-0.034	YJR149W
YGR161C-C::BFLEX	-0.034	
YBR107C::BFLEX	-0.033	IML3
YKL008C::BFLEX	-0.033	LAC1
YLR191W::BFLEX	-0.033	PEX13
YLL047W::BFLEX	-0.033	YLL047W
YHR213W-B::BFLEX	-0.033	
YPR200C::BFLEX	-0.032	ARR2
YML054C::BFLEX	-0.032	CYB2
YBR278W::BFLEX	-0.032	DPB3
YMR100W::BFLEX	-0.032	MUB1
YNL191W::BFLEX	-0.032	YNL191W
YER144C::BFLEX	-0.03	UBP5
YDR101C::BFLEX	-0.029	ARX1
YGR083C::BFLEX	-0.029	GCD2
YER178W::BFLEX	-0.029	PDA1
YGR074W::BFLEX	-0.029	SMD1
YGL106W::BFLEX	-0.029	
YDR155C::BFLEX	-0.028	CPR1
YDR009W::BFLEX	-0.028	GAL3
YDR533C::BFLEX	-0.028	HSP31
YOR215C::BFLEX	-0.027	YOR215C
YKL224C::BFLEX	-0.027	
